municipality,county,year,num.meeting,total,num.woman,prop.woman,direct,wm_voters,m_turnout,wm_turnout,wv.share,left,yearsinDD,lag.prop.woman
nösslinge,NA,1929,5,33,0,0,1,NA,NA,NA,NA,NA,9,12.5
nösslinge,NA,1930,5,35,2,5.714285714,1,NA,NA,NA,NA,NA,10,0
nösslinge,NA,1931,5,40,2,5,1,NA,NA,NA,NA,NA,11,5.714285714
nösslinge,NA,1932,5,39,2,5.128205128,1,NA,NA,NA,NA,NA,12,5
nösslinge,NA,1933,4,30,0,0,1,NA,NA,NA,NA,NA,13,5.128205128
nösslinge,NA,1934,3,37,2,5.405405405,1,NA,NA,NA,NA,NA,14,0
nösslinge,NA,1935,5,44,0,0,1,NA,NA,NA,NA,NA,15,5.405405405
nösslinge,NA,1936,5,37,2,5.405405405,1,NA,NA,NA,NA,NA,16,0
nösslinge,NA,1937,3,30,0,0,1,NA,NA,NA,NA,NA,17,5.405405405
nösslinge,NA,1938,4,41,1,2.43902439,1,NA,NA,NA,NA,NA,18,0
nösslinge,NA,1939,4,46,0,0,1,NA,NA,NA,NA,NA,19,2.43902439
nösslinge,NA,1940,6,47,2,4.255319149,1,NA,NA,NA,NA,NA,20,0
nösslinge,NA,1941,3,28,0,0,1,NA,NA,NA,NA,NA,21,4.255319149
nösslinge,NA,1942,4,42,1,2.380952381,1,NA,NA,NA,NA,NA,22,0
nösslinge,NA,1943,5,42,0,0,1,NA,NA,NA,NA,NA,23,2.380952381
nösslinge,NA,1944,7,47,4,8.510638298,1,NA,NA,NA,NA,NA,24,0
nösslinge,NA,1945,5,38,0,0,1,NA,NA,NA,NA,NA,25,8.510638298
nösslinge,NA,1946,3,39,1,2.564102564,1,NA,NA,NA,NA,NA,26,0
nösslinge,NA,1947,6,52,1,1.923076923,1,NA,NA,NA,NA,NA,27,2.564102564
nösslinge,NA,1948,3,31,1,3.225806452,1,NA,NA,NA,NA,NA,28,1.923076923
nösslinge,NA,1949,5,37,2,5.405405405,1,NA,NA,NA,NA,NA,29,3.225806452
nösslinge,NA,1950,3,38,2,5.263157895,1,NA,NA,NA,NA,NA,30,5.405405405
nösslinge,NA,1951,4,29,0,0,1,NA,NA,NA,NA,NA,31,5.263157895
okome,halland,1921,6,56,0,0,1,304,0.733766234,0.638157895,0.461904762,0.145238095,1,NA
okome,halland,1922,4,54,0,0,1,NA,NA,NA,NA,NA,2,0
okome,halland,1923,3,42,0,0,1,NA,NA,NA,NA,NA,3,0
okome,halland,1924,5,37,1,2.702702703,1,298,0.743772242,0.61409396,0.466836735,0.133676093,4,0
okome,halland,1925,6,34,1,2.941176471,1,NA,NA,NA,NA,NA,5,2.702702703
okome,halland,1926,4,42,0,0,1,NA,NA,NA,NA,NA,6,2.941176471
okome,halland,1927,1,4,0,0,1,NA,NA,NA,NA,NA,7,0
övraby,halland,1921,5,45,1,2.222222222,1,110,0.625,0.327272727,0.339622642,0.228571429,1,NA
övraby,halland,1922,6,38,0,0,1,NA,NA,NA,NA,NA,2,2.222222222
övraby,halland,1923,5,52,2,3.846153846,1,NA,NA,NA,NA,NA,3,0
övraby,halland,1924,7,58,1,1.724137931,1,103,0.535087719,0.349514563,0.371134021,0.275510204,4,3.846153846
övraby,halland,1925,6,50,4,8,1,NA,NA,NA,NA,NA,5,1.724137931
övraby,halland,1926,5,43,0,0,1,NA,NA,NA,NA,NA,6,8
övraby,halland,1927,6,63,3,4.761904762,1,NA,NA,NA,NA,NA,7,0
övraby,halland,1928,4,38,0,0,1,119,0.56302521,0.327731092,0.367924528,0.339622642,8,4.761904762
övraby,halland,1929,6,51,2,3.921568627,1,NA,NA,NA,NA,NA,9,0
övraby,halland,1930,3,28,1,3.571428571,1,NA,NA,NA,NA,NA,10,3.921568627
övraby,halland,1931,3,45,3,6.666666667,1,NA,NA,NA,NA,NA,11,3.571428571
övraby,halland,1932,4,33,0,0,1,128,0.555555556,0.4296875,0.423076923,0.253846154,12,6.666666667
övraby,halland,1933,4,43,3,6.976744186,1,NA,NA,NA,NA,NA,13,0
övraby,halland,1934,3,27,0,0,1,NA,NA,NA,NA,NA,14,6.976744186
övraby,halland,1935,4,53,3,5.660377358,1,NA,NA,NA,NA,NA,15,0
övraby,halland,1936,4,32,1,3.125,1,114,0.794871795,0.570175439,0.411392405,0.375796178,16,5.660377358
övraby,halland,1937,3,37,2,5.405405405,1,NA,NA,NA,NA,NA,17,3.125
övraby,halland,1938,5,35,0,0,1,NA,NA,NA,NA,NA,18,5.405405405
övraby,halland,1939,6,61,4,6.557377049,1,NA,NA,NA,NA,NA,19,0
övraby,halland,1940,7,64,2,3.125,1,107,0.752,0.654205607,0.426829268,0.49068323,20,6.557377049
övraby,halland,1941,1,7,0,0,1,NA,NA,NA,NA,NA,21,3.125
rävinge,halland,1921,6,56,6,10.71428571,1,NA,NA,NA,NA,NA,1,NA
rävinge,halland,1922,7,47,3,6.382978723,1,NA,NA,NA,NA,NA,2,10.71428571
rävinge,halland,1923,6,58,2,3.448275862,1,NA,NA,NA,NA,NA,3,6.382978723
rävinge,halland,1924,6,41,1,2.43902439,1,NA,NA,NA,NA,NA,4,3.448275862
rävinge,halland,1925,7,56,5,8.928571429,1,NA,NA,NA,NA,NA,5,2.43902439
rävinge,halland,1926,6,45,2,4.444444444,1,NA,NA,NA,NA,NA,6,8.928571429
rävinge,halland,1927,5,44,1,2.272727273,1,NA,NA,NA,NA,NA,7,4.444444444
rävinge,halland,1928,5,33,2,6.060606061,1,NA,NA,NA,NA,NA,8,2.272727273
rävinge,halland,1929,5,47,0,0,1,NA,NA,NA,NA,NA,9,6.060606061
rävinge,halland,1930,5,58,1,1.724137931,1,NA,NA,NA,NA,NA,10,0
rävinge,halland,1931,7,68,2,2.941176471,1,NA,NA,NA,NA,NA,11,1.724137931
rävinge,halland,1932,5,61,2,3.278688525,1,NA,NA,NA,NA,NA,12,2.941176471
rävinge,halland,1933,7,88,2,2.272727273,1,NA,NA,NA,NA,NA,13,3.278688525
rävinge,halland,1934,5,62,1,1.612903226,1,NA,NA,NA,NA,NA,14,2.272727273
rolfstorp,halland,1921,11,107,5,4.672897196,1,307,0.473007712,0.478827362,0.444108761,0.09118541,1,NA
rolfstorp,halland,1922,7,62,3,4.838709677,1,NA,NA,NA,NA,NA,2,4.672897196
rolfstorp,halland,1923,4,69,2,2.898550725,1,NA,NA,NA,NA,NA,3,4.838709677
rolfstorp,halland,1924,6,50,2,4,1,317,0.587628866,0.356466877,0.397887324,0.137809187,4,2.898550725
rolfstorp,halland,1925,6,55,6,10.90909091,1,NA,NA,NA,NA,NA,5,4
rolfstorp,halland,1926,5,57,6,10.52631579,1,NA,NA,NA,NA,NA,6,10.90909091
rolfstorp,halland,1927,3,51,3,5.882352941,1,NA,NA,NA,NA,NA,7,10.52631579
rolfstorp,halland,1928,5,47,3,6.382978723,1,333,0.765886288,0.645645646,0.484234234,0.138636364,8,5.882352941
rolfstorp,halland,1929,7,67,3,4.47761194,1,NA,NA,NA,NA,NA,9,6.382978723
rolfstorp,halland,1930,5,68,6,8.823529412,1,NA,NA,NA,NA,NA,10,4.47761194
rolfstorp,halland,1931,6,81,5,6.172839506,1,NA,NA,NA,NA,NA,11,8.823529412
rolfstorp,halland,1932,7,75,7,9.333333333,1,327,0.773462783,0.645259939,0.468888889,0.146666667,12,6.172839506
rolfstorp,halland,1933,6,63,2,3.174603175,1,NA,NA,NA,NA,NA,13,9.333333333
rolfstorp,halland,1934,6,66,4,6.060606061,1,NA,NA,NA,NA,NA,14,3.174603175
rolfstorp,halland,1935,6,81,6,7.407407407,1,NA,NA,NA,NA,NA,15,6.060606061
rolfstorp,halland,1936,11,91,1,1.098901099,1,323,0.774919614,0.634674923,0.459641256,0.18161435,16,7.407407407
rolfstorp,halland,1937,5,54,6,11.11111111,1,NA,NA,NA,NA,NA,17,1.098901099
rolfstorp,halland,1938,5,53,2,3.773584906,1,NA,NA,NA,NA,NA,18,11.11111111
rolfstorp,halland,1939,5,98,3,3.06122449,1,NA,NA,NA,NA,NA,19,3.773584906
rolfstorp,halland,1940,7,102,4,3.921568627,1,303,0.665625,0.567656766,0.446753247,0.226315789,20,3.06122449
rolfstorp,halland,1941,5,85,13,15.29411765,1,NA,NA,NA,NA,NA,21,3.921568627
rolfstorp,halland,1942,6,100,6,6,1,NA,NA,NA,NA,NA,22,15.29411765
rolfstorp,halland,1943,5,98,5,5.102040816,1,NA,NA,NA,NA,NA,23,6
rolfstorp,halland,1944,6,96,8,8.333333333,1,293,0.599388379,0.4778157,0.416666667,0.237237237,24,5.102040816
rolfstorp,halland,1945,5,86,4,4.651162791,1,NA,NA,NA,NA,NA,25,8.333333333
rolfstorp,halland,1946,5,86,8,9.302325581,1,NA,NA,NA,NA,NA,26,4.651162791
rolfstorp,halland,1947,9,119,9,7.56302521,1,NA,NA,NA,NA,NA,27,9.302325581
rolfstorp,halland,1948,5,73,11,15.06849315,1,NA,NA,NA,NA,NA,28,7.56302521
rolfstorp,halland,1949,6,83,10,12.04819277,1,NA,NA,NA,NA,NA,29,15.06849315
rolfstorp,halland,1950,5,65,6,9.230769231,1,NA,NA,NA,NA,NA,30,12.04819277
rolfstorp,halland,1951,4,38,2,5.263157895,1,NA,NA,NA,NA,NA,31,9.230769231
sällstorp,halland,1921,8,38,7,18.42105263,1,118,0.642857143,0.533898305,0.466666667,0.018691589,1,NA
sällstorp,halland,1922,5,33,2,6.060606061,1,NA,NA,NA,NA,NA,2,18.42105263
sällstorp,halland,1923,6,51,3,5.882352941,1,NA,NA,NA,NA,NA,3,6.060606061
sällstorp,halland,1924,4,32,0,0,1,108,0.65,0.611111111,0.503816794,0.015267176,4,5.882352941
sällstorp,halland,1925,9,49,6,12.24489796,1,NA,NA,NA,NA,NA,5,0
sällstorp,halland,1926,4,40,4,10,1,NA,NA,NA,NA,NA,6,12.24489796
sällstorp,halland,1927,4,45,2,4.444444444,1,NA,NA,NA,NA,NA,7,10
sällstorp,halland,1928,3,21,0,0,1,106,0.852631579,0.764150943,0.5,0.01863354,8,4.444444444
sällstorp,halland,1929,3,21,1,4.761904762,1,NA,NA,NA,NA,NA,9,0
sällstorp,halland,1930,4,42,4,9.523809524,1,NA,NA,NA,NA,NA,10,4.761904762
sällstorp,halland,1931,4,34,2,5.882352941,1,NA,NA,NA,NA,NA,11,9.523809524
sällstorp,halland,1932,5,51,6,11.76470588,1,104,0.834951456,0.759615385,0.478787879,0.024390244,12,5.882352941
sällstorp,halland,1933,4,38,5,13.15789474,1,NA,NA,NA,NA,NA,13,11.76470588
sällstorp,halland,1934,3,30,2,6.666666667,1,NA,NA,NA,NA,NA,14,13.15789474
sällstorp,halland,1935,5,35,0,0,1,NA,NA,NA,NA,NA,15,6.666666667
sällstorp,halland,1936,7,35,0,0,1,100,0.830188679,0.73,0.453416149,0.086956522,16,0
sällstorp,halland,1937,3,26,0,0,1,NA,NA,NA,NA,NA,17,0
sällstorp,halland,1938,4,33,4,12.12121212,1,NA,NA,NA,NA,NA,18,0
sällstorp,halland,1939,6,44,0,0,1,NA,NA,NA,NA,NA,19,12.12121212
sällstorp,halland,1940,5,46,3,6.52173913,1,104,0.691588785,0.576923077,0.447761194,0.051851852,20,0
sällstorp,halland,1941,6,51,4,7.843137255,1,NA,NA,NA,NA,NA,21,6.52173913
sällstorp,halland,1942,6,45,3,6.666666667,1,NA,NA,NA,NA,NA,22,7.843137255
sällstorp,halland,1943,4,41,3,7.317073171,1,NA,NA,NA,NA,NA,23,6.666666667
sällstorp,halland,1944,3,43,2,4.651162791,1,98,0.706422018,0.62244898,0.442028986,0.014925373,24,7.317073171
sällstorp,halland,1945,4,45,1,2.222222222,1,NA,NA,NA,NA,NA,25,4.651162791
sällstorp,halland,1946,3,32,1,3.125,1,NA,NA,NA,NA,NA,26,2.222222222
sällstorp,halland,1947,5,42,2,4.761904762,1,NA,NA,NA,NA,NA,27,3.125
sällstorp,halland,1948,4,38,2,5.263157895,1,NA,NA,NA,NA,NA,28,4.761904762
sällstorp,halland,1949,6,50,1,2,1,NA,NA,NA,NA,NA,29,5.263157895
sällstorp,halland,1950,4,31,1,3.225806452,1,NA,NA,NA,NA,NA,30,2
sällstorp,halland,1951,3,14,1,7.142857143,1,NA,NA,NA,NA,NA,31,3.225806452
sibbarp,halland,1921,6,51,2,3.921568627,1,261,0.737451737,0.61302682,0.455840456,0.03988604,1,NA
sibbarp,halland,1922,9,63,2,3.174603175,1,NA,NA,NA,NA,NA,2,3.921568627
sibbarp,halland,1923,5,51,2,3.921568627,1,NA,NA,NA,NA,NA,3,3.174603175
sibbarp,halland,1924,6,31,1,3.225806452,1,263,0.744444444,0.615969582,0.446280992,0.035911602,4,3.921568627
sibbarp,halland,1925,9,76,6,7.894736842,1,NA,NA,NA,NA,NA,5,3.225806452
sibbarp,halland,1926,4,34,0,0,1,NA,NA,NA,NA,NA,6,7.894736842
sibbarp,halland,1927,5,55,2,3.636363636,1,NA,NA,NA,NA,NA,7,0
sibbarp,halland,1928,6,44,1,2.272727273,1,259,0.78700361,0.718146718,0.46039604,0.059405941,8,3.636363636
sibbarp,halland,1929,6,55,5,9.090909091,1,NA,NA,NA,NA,NA,9,2.272727273
sibbarp,halland,1930,6,76,2,2.631578947,1,NA,NA,NA,NA,NA,10,9.090909091
sibbarp,halland,1931,5,65,7,10.76923077,1,NA,NA,NA,NA,NA,11,2.631578947
sibbarp,halland,1932,5,53,5,9.433962264,1,254,0.838028169,0.751968504,0.445221445,0.065268065,12,10.76923077
sibbarp,halland,1933,7,86,12,13.95348837,1,NA,NA,NA,NA,NA,13,9.433962264
sibbarp,halland,1934,3,32,2,6.25,1,NA,NA,NA,NA,NA,14,13.95348837
sibbarp,halland,1935,6,60,5,8.333333333,1,NA,NA,NA,NA,NA,15,6.25
sibbarp,halland,1936,8,80,6,7.5,1,287,0.827922078,0.759581882,0.460887949,0.095541401,16,8.333333333
sibbarp,halland,1937,3,59,8,13.55932203,1,NA,NA,NA,NA,NA,17,7.5
sibbarp,halland,1938,5,48,5,10.41666667,1,NA,NA,NA,NA,NA,18,13.55932203
sibbarp,halland,1939,2,9,0,0,1,NA,NA,NA,NA,NA,19,10.41666667
sibbarp,halland,1940,2,9,0,0,1,282,0.795918367,0.734042553,0.469387755,0.120454545,20,0
sibbarp,halland,1942,1,2,0,0,1,NA,NA,NA,NA,NA,21,0
sibbarp,halland,1943,1,3,0,0,1,NA,NA,NA,NA,NA,22,0
sibbarp,halland,1944,1,4,0,0,1,276,0.757961783,0.75,0.465168539,0.101809955,23,0
sibbarp,halland,1945,2,6,0,0,1,NA,NA,NA,NA,NA,24,0
sibbarp,halland,1946,2,7,0,0,1,NA,NA,NA,NA,NA,25,0
sibbarp,halland,1947,1,4,0,0,1,NA,NA,NA,NA,NA,26,0
sibbarp,halland,1948,1,4,0,0,1,NA,NA,NA,NA,NA,27,0
sibbarp,halland,1949,1,3,0,0,1,NA,NA,NA,NA,NA,28,0
sibbarp,halland,1950,1,4,0,0,1,NA,NA,NA,NA,NA,29,0
sjösås,kronoberg,1921,7,88,0,0,1,364,0.723529412,0.428571429,0.388059701,0.265,1,NA
sjösås,kronoberg,1922,8,85,3,3.529411765,1,NA,NA,NA,NA,NA,2,0
sjösås,kronoberg,1923,5,69,0,0,1,NA,NA,NA,NA,NA,3,3.529411765
sjösås,kronoberg,1924,6,73,1,1.369863014,1,362,0.717579251,0.455801105,0.398550725,0.297820823,4,0
sjösås,kronoberg,1925,6,72,4,5.555555556,1,NA,NA,NA,NA,NA,5,1.369863014
sjösås,kronoberg,1926,4,69,3,4.347826087,1,NA,NA,NA,NA,NA,6,5.555555556
sjösås,kronoberg,1927,4,78,2,2.564102564,1,NA,NA,NA,NA,NA,7,4.347826087
sjösås,kronoberg,1928,4,57,2,3.50877193,1,394,0.833780161,0.703045685,0.471088435,0.343537415,8,2.564102564
sjösås,kronoberg,1929,8,95,3,3.157894737,1,NA,NA,NA,NA,NA,9,3.50877193
sjösås,kronoberg,1930,4,88,5,5.681818182,1,NA,NA,NA,NA,NA,10,3.157894737
sjösås,kronoberg,1931,6,86,3,3.488372093,1,NA,NA,NA,NA,NA,11,5.681818182
sjösås,kronoberg,1932,5,93,2,2.150537634,1,414,0.741854637,0.538647343,0.429672447,0.467181467,12,3.488372093
sjösås,kronoberg,1933,8,109,6,5.504587156,1,NA,NA,NA,NA,NA,13,2.150537634
sjösås,kronoberg,1934,4,73,3,4.109589041,1,NA,NA,NA,NA,NA,14,5.504587156
sjösås,kronoberg,1935,6,114,5,4.385964912,1,NA,NA,NA,NA,NA,15,4.109589041
sjösås,kronoberg,1936,9,78,1,1.282051282,1,436,0.835714286,0.649082569,0.44637224,0.454976303,16,4.385964912
sjösås,kronoberg,1937,6,142,6,4.225352113,1,NA,NA,NA,NA,NA,17,1.282051282
sjösås,kronoberg,1938,8,154,8,5.194805195,1,NA,NA,NA,NA,NA,18,4.225352113
sjösås,kronoberg,1939,7,162,4,2.469135802,1,NA,NA,NA,NA,NA,19,5.194805195
sjösås,kronoberg,1940,7,113,7,6.194690265,1,423,0.794811321,0.695035461,0.4659271,0.539452496,20,2.469135802
sjösås,kronoberg,1941,6,108,5,4.62962963,1,NA,NA,NA,NA,NA,21,6.194690265
sjösås,kronoberg,1942,5,110,7,6.363636364,1,NA,NA,NA,NA,NA,22,4.62962963
sjösås,kronoberg,1943,5,129,11,8.527131783,1,NA,NA,NA,NA,NA,23,6.363636364
sjösås,kronoberg,1944,7,156,16,10.25641026,1,436,0.795918367,0.71559633,0.470588235,0.511520737,24,8.527131783
sjösås,kronoberg,1945,5,105,4,3.80952381,1,NA,NA,NA,NA,NA,25,10.25641026
sjösås,kronoberg,1946,5,120,5,4.166666667,1,NA,NA,NA,NA,NA,26,3.80952381
sjösås,kronoberg,1947,7,163,10,6.134969325,1,NA,NA,NA,NA,NA,27,4.166666667
sjösås,kronoberg,1948,5,75,6,8,1,NA,NA,NA,NA,NA,28,6.134969325
sjösås,kronoberg,1949,6,80,3,3.75,1,NA,NA,NA,NA,NA,29,8
sjösås,kronoberg,1950,6,108,8,7.407407407,1,NA,NA,NA,NA,NA,30,3.75
sjösås,kronoberg,1951,2,46,0,0,1,NA,NA,NA,NA,NA,31,7.407407407
sjösås,kronoberg,1953,1,11,1,9.090909091,1,NA,NA,NA,NA,NA,32,0
skällinge,halland,1921,3,35,3,8.571428571,1,239,0.67,0.493723849,0.468253968,0.04,1,NA
skällinge,halland,1922,4,50,4,8,1,NA,NA,NA,NA,NA,2,8.571428571
skällinge,halland,1923,4,44,1,2.272727273,1,NA,NA,NA,NA,NA,3,8
skällinge,halland,1924,8,56,6,10.71428571,1,229,0.533333333,0.484716157,0.51627907,0.074418605,4,2.272727273
skällinge,halland,1925,7,52,8,15.38461538,1,NA,NA,NA,NA,NA,5,10.71428571
skällinge,halland,1926,4,59,6,10.16949153,1,NA,NA,NA,NA,NA,6,15.38461538
skällinge,halland,1927,6,71,6,8.450704225,1,NA,NA,NA,NA,NA,7,10.16949153
skällinge,halland,1928,5,48,3,6.25,1,231,0.757575758,0.705627706,0.520766773,0.067092652,8,8.450704225
skällinge,halland,1929,5,43,3,6.976744186,1,NA,NA,NA,NA,NA,9,6.25
skällinge,halland,1930,5,68,9,13.23529412,1,NA,NA,NA,NA,NA,10,6.976744186
skällinge,halland,1931,3,43,2,4.651162791,1,NA,NA,NA,NA,NA,11,13.23529412
skällinge,halland,1932,6,57,0,0,1,217,0.836633663,0.705069124,0.47515528,0.105590062,12,4.651162791
skällinge,halland,1933,7,42,3,7.142857143,1,NA,NA,NA,NA,NA,13,0
skällinge,halland,1934,5,54,6,11.11111111,1,NA,NA,NA,NA,NA,14,7.142857143
skällinge,halland,1935,3,43,0,0,1,NA,NA,NA,NA,NA,15,11.11111111
skällinge,halland,1936,7,56,1,1.785714286,1,213,0.84057971,0.708920188,0.464615385,0.098461538,16,0
skällinge,halland,1937,5,50,4,8,1,NA,NA,NA,NA,NA,17,1.785714286
skällinge,halland,1938,4,47,7,14.89361702,1,NA,NA,NA,NA,NA,18,8
skällinge,halland,1939,4,43,0,0,1,NA,NA,NA,NA,NA,19,14.89361702
skällinge,halland,1940,6,52,2,3.846153846,1,202,0.786729858,0.712871287,0.464516129,0.140065147,20,0
skällinge,halland,1941,4,34,2,5.882352941,1,NA,NA,NA,NA,NA,21,3.846153846
skällinge,halland,1942,7,66,5,7.575757576,1,NA,NA,NA,NA,NA,22,5.882352941
skällinge,halland,1943,6,79,1,1.265822785,1,NA,NA,NA,NA,NA,23,7.575757576
skällinge,halland,1944,4,80,11,13.75,1,213,0.75877193,0.699530516,0.462732919,0.142857143,24,1.265822785
skällinge,halland,1945,5,87,3,3.448275862,1,NA,NA,NA,NA,NA,25,13.75
skällinge,halland,1946,5,76,8,10.52631579,1,NA,NA,NA,NA,NA,26,3.448275862
skällinge,halland,1947,6,86,7,8.139534884,1,NA,NA,NA,NA,NA,27,10.52631579
skällinge,halland,1948,6,74,13,17.56756757,1,NA,NA,NA,NA,NA,28,8.139534884
skällinge,halland,1949,5,55,5,9.090909091,1,NA,NA,NA,NA,NA,29,17.56756757
skällinge,halland,1950,6,93,15,16.12903226,1,NA,NA,NA,NA,NA,30,9.090909091
skällinge,halland,1951,4,61,2,3.278688525,1,NA,NA,NA,NA,NA,31,16.12903226
söraby,kronoberg,1921,8,74,1,1.351351351,1,306,0.646464646,0.431372549,0.407407407,0.148148148,1,NA
söraby,kronoberg,1922,4,52,7,13.46153846,1,NA,NA,NA,NA,NA,2,1.351351351
söraby,kronoberg,1923,3,51,2,3.921568627,1,NA,NA,NA,NA,NA,3,13.46153846
söraby,kronoberg,1924,5,52,0,0,1,331,0.624595469,0.380664653,0.394984326,0.238244514,4,3.921568627
söraby,kronoberg,1925,5,60,4,6.666666667,1,NA,NA,NA,NA,NA,5,0
söraby,kronoberg,1926,6,45,0,0,1,NA,NA,NA,NA,NA,6,6.666666667
söraby,kronoberg,1927,5,65,3,4.615384615,1,NA,NA,NA,NA,NA,7,0
söraby,kronoberg,1928,5,43,0,0,1,342,0.757861635,0.593567251,0.457207207,0.283783784,8,4.615384615
söraby,kronoberg,1929,3,44,3,6.818181818,1,NA,NA,NA,NA,NA,9,0
söraby,kronoberg,1930,7,73,3,4.109589041,1,NA,NA,NA,NA,NA,10,6.818181818
söraby,kronoberg,1931,7,62,2,3.225806452,1,NA,NA,NA,NA,NA,11,4.109589041
söraby,kronoberg,1932,4,58,0,0,1,351,0.765578635,0.603988604,0.45106383,0.321276596,12,3.225806452
söraby,kronoberg,1933,1,4,0,0,1,NA,NA,NA,NA,NA,13,0
spannarp,halland,1921,3,36,1,2.777777778,1,223,0.678947368,0.493273543,0.460251046,0.088235294,1,NA
spannarp,halland,1922,3,29,1,3.448275862,1,NA,NA,NA,NA,NA,2,2.777777778
spannarp,halland,1923,4,41,0,0,1,NA,NA,NA,NA,NA,3,3.448275862
spannarp,halland,1924,5,29,2,6.896551724,1,221,0.649484536,0.447963801,0.44,0.1875,4,0
spannarp,halland,1925,5,41,1,2.43902439,1,NA,NA,NA,NA,NA,5,6.896551724
spannarp,halland,1926,4,38,1,2.631578947,1,NA,NA,NA,NA,NA,6,2.43902439
spannarp,halland,1927,5,47,0,0,1,NA,NA,NA,NA,NA,7,2.631578947
spannarp,halland,1928,4,29,2,6.896551724,1,228,0.791878173,0.697368421,0.504761905,0.125806452,8,0
spannarp,halland,1929,4,35,1,2.857142857,1,NA,NA,NA,NA,NA,9,6.896551724
spannarp,halland,1930,4,32,2,6.25,1,NA,NA,NA,NA,NA,10,2.857142857
spannarp,halland,1931,7,66,1,1.515151515,1,NA,NA,NA,NA,NA,11,6.25
spannarp,halland,1932,8,71,2,2.816901408,1,212,0.762626263,0.646226415,0.475694444,0.177083333,12,1.515151515
spannarp,halland,1933,9,90,2,2.222222222,1,NA,NA,NA,NA,NA,13,2.816901408
spannarp,halland,1934,3,54,0,0,1,NA,NA,NA,NA,NA,14,2.222222222
spannarp,halland,1935,4,51,1,1.960784314,1,NA,NA,NA,NA,NA,15,0
spannarp,halland,1936,5,56,5,8.928571429,1,212,0.793577982,0.712264151,0.466049383,0.130841121,16,1.960784314
spannarp,halland,1937,2,42,0,0,1,NA,NA,NA,NA,NA,17,8.928571429
spannarp,halland,1938,6,68,5,7.352941176,1,NA,NA,NA,NA,NA,18,0
spannarp,halland,1939,6,85,5,5.882352941,1,NA,NA,NA,NA,NA,19,7.352941176
spannarp,halland,1940,5,76,8,10.52631579,1,214,0.74025974,0.658878505,0.451923077,0.199356913,20,5.882352941
spannarp,halland,1941,3,53,4,7.547169811,1,NA,NA,NA,NA,NA,21,10.52631579
spannarp,halland,1942,5,68,5,7.352941176,1,NA,NA,NA,NA,NA,22,7.547169811
spannarp,halland,1943,7,89,9,10.11235955,1,NA,NA,NA,NA,NA,23,7.352941176
spannarp,halland,1944,4,66,6,9.090909091,1,207,0.746835443,0.671497585,0.439873418,0.187898089,24,10.11235955
spannarp,halland,1945,5,77,7,9.090909091,1,NA,NA,NA,NA,NA,25,9.090909091
spannarp,halland,1946,4,67,5,7.462686567,1,NA,NA,NA,NA,NA,26,9.090909091
spannarp,halland,1947,4,59,8,13.55932203,1,NA,NA,NA,NA,NA,27,7.462686567
spannarp,halland,1948,5,65,8,12.30769231,1,NA,NA,NA,NA,NA,28,13.55932203
spannarp,halland,1949,5,57,8,14.03508772,1,NA,NA,NA,NA,NA,29,12.30769231
spannarp,halland,1950,5,75,4,5.333333333,1,NA,NA,NA,NA,NA,30,14.03508772
spannarp,halland,1951,3,32,0,0,1,NA,NA,NA,NA,NA,31,5.333333333
stamnared,halland,1921,6,59,2,3.389830508,1,111,0.685393258,0.612612613,0.527131783,0.015503876,1,NA
stamnared,halland,1922,4,29,4,13.79310345,1,NA,NA,NA,NA,NA,2,3.389830508
stamnared,halland,1923,6,62,3,4.838709677,1,NA,NA,NA,NA,NA,3,13.79310345
stamnared,halland,1924,6,42,4,9.523809524,1,105,0.8,0.704761905,0.506849315,0,4,4.838709677
stamnared,halland,1925,7,49,2,4.081632653,1,NA,NA,NA,NA,NA,5,9.523809524
stamnared,halland,1926,5,35,2,5.714285714,1,NA,NA,NA,NA,NA,6,4.081632653
stamnared,halland,1927,6,61,2,3.278688525,1,NA,NA,NA,NA,NA,7,5.714285714
stamnared,halland,1928,7,51,4,7.843137255,1,116,0.833333333,0.827586207,0.545454545,0.017045455,8,3.278688525
stamnared,halland,1929,6,45,2,4.444444444,1,NA,NA,NA,NA,NA,9,7.843137255
stamnared,halland,1930,3,38,3,7.894736842,1,NA,NA,NA,NA,NA,10,4.444444444
stamnared,halland,1931,4,39,2,5.128205128,1,NA,NA,NA,NA,NA,11,7.894736842
stamnared,halland,1932,6,53,2,3.773584906,1,105,0.784313725,0.79047619,0.509202454,0.042944785,12,5.128205128
stamnared,halland,1933,5,44,2,4.545454545,1,NA,NA,NA,NA,NA,13,3.773584906
stamnared,halland,1934,4,47,2,4.255319149,1,NA,NA,NA,NA,NA,14,4.545454545
stamnared,halland,1935,5,53,2,3.773584906,1,NA,NA,NA,NA,NA,15,4.255319149
stamnared,halland,1936,5,46,0,0,1,105,0.819047619,0.79047619,0.49112426,0.041420118,16,3.773584906
stamnared,halland,1937,6,55,3,5.454545455,1,NA,NA,NA,NA,NA,17,0
stamnared,halland,1938,6,44,2,4.545454545,1,NA,NA,NA,NA,NA,18,5.454545455
stamnared,halland,1939,4,46,2,4.347826087,1,NA,NA,NA,NA,NA,19,4.545454545
stamnared,halland,1940,5,49,0,0,1,99,0.8,0.777777778,0.503267974,0.039473684,20,4.347826087
stamnared,halland,1941,4,35,2,5.714285714,1,NA,NA,NA,NA,NA,21,0
