municipality,county,year,num.meeting,total,num.woman,prop.woman,direct,wm_voters,m_turnout,wm_turnout,wv.share,left,yearsinDD,lag.prop.woman
vänersnäs,skaraborg,1925,7,109,4,3.669724771,1,NA,NA,NA,NA,NA,5,4.615384615
vänersnäs,skaraborg,1926,10,126,5,3.968253968,1,NA,NA,NA,NA,NA,6,3.669724771
vänersnäs,skaraborg,1927,6,112,5,4.464285714,1,NA,NA,NA,NA,NA,7,3.968253968
vänersnäs,skaraborg,1928,8,134,8,5.970149254,1,292,0.795918367,0.619863014,0.436144578,0.518072289,8,4.464285714
vänersnäs,skaraborg,1929,6,103,7,6.796116505,1,NA,NA,NA,NA,NA,9,5.970149254
vänersnäs,skaraborg,1930,7,72,3,4.166666667,1,NA,NA,NA,NA,NA,10,6.796116505
vänersnäs,skaraborg,1931,7,97,6,6.18556701,1,NA,NA,NA,NA,NA,11,4.166666667
vänersnäs,skaraborg,1932,6,105,7,6.666666667,1,282,0.795698925,0.606382979,0.435114504,0.554707379,12,6.18556701
vänersnäs,skaraborg,1933,7,119,8,6.722689076,1,NA,NA,NA,NA,NA,13,6.666666667
vänersnäs,skaraborg,1934,3,52,2,3.846153846,1,NA,NA,NA,NA,NA,14,6.722689076
vänersnäs,skaraborg,1935,5,97,4,4.12371134,1,NA,NA,NA,NA,NA,15,3.846153846
vänersnäs,skaraborg,1936,5,68,4,5.882352941,1,278,0.828070175,0.636690647,0.428571429,0.603406326,16,4.12371134
vänersnäs,skaraborg,1937,3,50,2,4,1,NA,NA,NA,NA,NA,17,5.882352941
vänersnäs,skaraborg,1938,4,47,2,4.255319149,1,NA,NA,NA,NA,NA,18,4
vänersnäs,skaraborg,1939,6,109,3,2.752293578,1,NA,NA,NA,NA,NA,19,4.255319149
vänersnäs,skaraborg,1940,8,95,2,2.105263158,1,242,0.751724138,0.561983471,0.384180791,0.664756447,20,2.752293578
vänersnäs,skaraborg,1941,3,78,3,3.846153846,1,NA,NA,NA,NA,NA,21,2.105263158
vänersnäs,skaraborg,1942,5,82,5,6.097560976,1,NA,NA,NA,NA,NA,22,3.846153846
vänersnäs,skaraborg,1943,9,114,5,4.385964912,1,NA,NA,NA,NA,NA,23,6.097560976
vänersnäs,skaraborg,1944,3,75,5,6.666666667,1,244,0.750853242,0.590163934,0.395604396,0.605042017,24,4.385964912
vänersnäs,skaraborg,1945,5,56,1,1.785714286,1,NA,NA,NA,NA,NA,25,6.666666667
vänersnäs,skaraborg,1946,6,92,4,4.347826087,1,NA,NA,NA,NA,NA,26,1.785714286
vänersnäs,skaraborg,1947,7,121,6,4.958677686,1,NA,NA,NA,NA,NA,27,4.347826087
vänersnäs,skaraborg,1948,7,95,5,5.263157895,1,NA,NA,NA,NA,NA,28,4.958677686
vänersnäs,skaraborg,1949,5,76,3,3.947368421,1,NA,NA,NA,NA,NA,29,5.263157895
vänersnäs,skaraborg,1950,5,78,4,5.128205128,1,NA,NA,NA,NA,NA,30,3.947368421
vänersnäs,skaraborg,1951,4,53,0,0,1,NA,NA,NA,NA,NA,31,5.128205128
vänersnäs,skaraborg,1952,1,8,0,0,1,NA,NA,NA,NA,NA,32,0
vapnö,halland,1921,6,53,0,0,1,161,0.680272109,0.49068323,0.441340782,0.51396648,1,NA
vapnö,halland,1922,4,47,1,2.127659574,1,NA,NA,NA,NA,NA,2,0
vapnö,halland,1923,4,50,0,0,1,NA,NA,NA,NA,NA,3,2.127659574
vapnö,halland,1924,5,37,0,0,1,172,0.679245283,0.511627907,0.448979592,0.591836735,4,0
vapnö,halland,1925,5,51,2,3.921568627,1,NA,NA,NA,NA,NA,5,0
vapnö,halland,1926,6,78,5,6.41025641,1,NA,NA,NA,NA,NA,6,3.921568627
vapnö,halland,1927,7,89,3,3.370786517,1,NA,NA,NA,NA,NA,7,6.41025641
vapnö,halland,1928,3,44,0,0,1,174,0.701657459,0.58045977,0.442982456,0.587719298,8,3.370786517
vapnö,halland,1929,5,57,3,5.263157895,1,NA,NA,NA,NA,NA,9,0
vapnö,halland,1930,4,42,0,0,1,NA,NA,NA,NA,NA,10,5.263157895
vapnö,halland,1931,6,81,4,4.938271605,1,NA,NA,NA,NA,NA,11,0
vapnö,halland,1932,5,52,0,0,1,163,0.783068783,0.699386503,0.435114504,0.667938931,12,4.938271605
vapnö,halland,1933,5,57,0,0,1,NA,NA,NA,NA,NA,13,0
vapnö,halland,1934,4,40,0,0,1,NA,NA,NA,NA,NA,14,0
vapnö,halland,1935,5,58,4,6.896551724,1,NA,NA,NA,NA,NA,15,0
vapnö,halland,1936,5,50,0,0,1,155,0.842391304,0.75483871,0.430147059,0.680147059,16,6.896551724
vapnö,halland,1937,5,55,0,0,1,NA,NA,NA,NA,NA,17,0
vapnö,halland,1938,4,49,2,4.081632653,1,NA,NA,NA,NA,NA,18,0
vapnö,halland,1939,7,65,1,1.538461538,1,NA,NA,NA,NA,NA,19,4.081632653
vapnö,halland,1940,4,39,0,0,1,150,0.703703704,0.646666667,0.42173913,0.742358079,20,1.538461538
vapnö,halland,1941,5,49,4,8.163265306,1,NA,NA,NA,NA,NA,21,0
vapnö,halland,1942,5,50,0,0,1,NA,NA,NA,NA,NA,22,8.163265306
vapnö,halland,1943,5,50,1,2,1,NA,NA,NA,NA,NA,23,0
vapnö,halland,1944,6,55,3,5.454545455,1,150,0.723756906,0.666666667,0.432900433,0.72489083,24,2
vapnö,halland,1945,7,88,5,5.681818182,1,NA,NA,NA,NA,NA,25,5.454545455
vapnö,halland,1946,4,26,0,0,1,NA,NA,NA,NA,NA,26,5.681818182
vapnö,halland,1947,4,44,3,6.818181818,1,NA,NA,NA,NA,NA,27,0
vapnö,halland,1948,5,39,0,0,1,NA,NA,NA,NA,NA,28,6.818181818
vapnö,halland,1949,4,39,1,2.564102564,1,NA,NA,NA,NA,NA,29,0
vapnö,halland,1950,4,28,0,0,1,NA,NA,NA,NA,NA,30,2.564102564
vapnö,halland,1951,4,16,1,6.25,1,NA,NA,NA,NA,NA,31,0
vessige,halland,1921,6,58,2,3.448275862,1,328,0.753943218,0.704268293,0.491489362,0.110638298,1,NA
vessige,halland,1922,6,67,4,5.970149254,1,NA,NA,NA,NA,NA,2,3.448275862
vessige,halland,1923,4,66,4,6.060606061,1,NA,NA,NA,NA,NA,3,5.970149254
vessige,halland,1924,7,60,4,6.666666667,1,331,0.714285714,0.64652568,0.510739857,0.079136691,4,6.060606061
vessige,halland,1925,8,72,3,4.166666667,1,NA,NA,NA,NA,NA,5,6.666666667
vessige,halland,1926,6,55,1,1.818181818,1,NA,NA,NA,NA,NA,6,4.166666667
vessige,halland,1927,6,67,3,4.47761194,1,NA,NA,NA,NA,NA,7,1.818181818
vessige,halland,1928,7,62,5,8.064516129,1,310,0.834459459,0.764516129,0.489669421,0.071129707,8,4.47761194
vessige,halland,1929,4,60,6,10,1,NA,NA,NA,NA,NA,9,8.064516129
vessige,halland,1930,5,72,5,6.944444444,1,NA,NA,NA,NA,NA,10,10
vessige,halland,1931,7,67,5,7.462686567,1,NA,NA,NA,NA,NA,11,6.944444444
vessige,halland,1932,5,63,3,4.761904762,1,309,0.830564784,0.763754045,0.485596708,0.119341564,12,7.462686567
vessige,halland,1933,1,3,0,0,1,NA,NA,NA,NA,NA,13,4.761904762
